Name,compass.wgt.h+.dx.z>0.2,,,,,,,,,,,,,,,,,,,,,,,,
Comment,COMPASS DSA with worm-gear T (differential in x). ,,,,,,,,,,,,,,,,,,,,,,,,
Reference,Physics Letters B 770 (2017) 138–145,,,,,,,,,,,,,,,,,,,,,,,,
Process type,SIDIS,,,,,,,,,,,,,,,,,,,,,,,,
Number of points,26,,,,,,,,,,,,,,,,,,,,,,,,
Number of uncorr.errors,1,,,,,,,,,,,,,,,,,,,,,,,,
Number of corr.errors,0,,,,,,,,,,,,,,,,,,,,,,,,
Number of norm.errors,1,,,,,,,,,,,,,,,,,,,,,,,,
List of norm.errors (relative),0.03,,,,,,,,,,,,,,,,,,,,,,,,
Total cross-section normalized,False,,,,,,,,,,,,,,,,,,,,,,,,
List of points,,,,,,,,,,,,,,,,,,,,,,,,,
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV] 
compass.wgt.hp.dx_z30, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.12694276695846,1,2,0.006,0.003,0.008,0.36,0.2,1,0.54,0.1,7,-0.008,0.014,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z31, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.25299640861417,1,2,0.011,0.008,0.014,0.37,0.2,1,0.53,0.1,7,-0.006,0.012,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z32, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.34536240470737,1,2,0.018,0.014,0.022,0.37,0.2,1,0.52,0.1,7,-0.008,0.015,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z33, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.37477270848675,1,2,0.028,0.022,0.035,0.38,0.2,1,0.5,0.1,7,0.02,0.022,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z34, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.48323969741913,1,2,0.043,0.035,0.055,0.38,0.2,1,0.48,0.1,7,-0.003,0.035,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z35, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.69705627484771,1,2,0.071,0.055,0.105,0.38,0.2,1,0.47,0.1,7,0.08,0.061,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z36, 1 - 1 – 13101, 1 - 1- 2101,301.039844,1.90262975904404,1,2,0.11,0.105,0.145,0.39,0.2,1,0.45,0.1,7,-0.021,0.248,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z37, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.12132034355964,2,2.5,0.02,0.014,0.022,0.36,0.2,1,0.58,0.1,7,0.057,0.046,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z38, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.20454076850486,2,2.5,0.029,0.022,0.035,0.35,0.2,1,0.57,0.1,7,0.028,0.029,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z39, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.22036033111745,2,2.5,0.045,0.035,0.055,0.36,0.2,1,0.54,0.1,7,0.063,0.037,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z310, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.22710574513201,2,2.5,0.076,0.055,0.105,0.37,0.2,1,0.5,0.1,7,0.082,0.05,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z311, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.24053565024081,2,2.5,0.12,0.105,0.145,0.38,0.2,1,0.47,0.1,7,0.067,0.104,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z312, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.34946802489415,2,2.5,0.164,0.145,0.215,0.39,0.2,1,0.45,0.1,7,-0.196,0.218,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z313, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.66458251889485,2.5,4,0.031,0.022,0.035,0.36,0.2,1,0.6,0.1,7,-0.083,0.055,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z314, 1 - 1 – 13101, 1 - 1- 2101,301.039844,2.86356421265527,2.5,4,0.046,0.035,0.055,0.35,0.2,1,0.58,0.1,7,0.032,0.032,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z315, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.01662062579967,2.5,4,0.077,0.055,0.105,0.36,0.2,1,0.55,0.1,7,0.004,0.029,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z316, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.05777697028413,2.5,4,0.121,0.105,0.145,0.36,0.2,1,0.52,0.1,7,0.052,0.05,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z317, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.08706980808663,2.5,4,0.177,0.145,0.215,0.37,0.2,1,0.49,0.1,7,0.117,0.069,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z318, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.26190128606002,2.5,4,0.249,0.215,0.3,0.38,0.2,1,0.46,0.1,7,-0.006,0.121,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z319, 1 - 1 – 13101, 1 - 1- 2101,301.039844,3.59026461420325,2.5,4,0.351,0.3,0.55,0.39,0.2,1,0.46,0.1,7,0.218,0.23,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z320, 1 - 1 – 13101, 1 - 1- 2101,301.039844,4.34281015012169,4,9,0.084,0.055,0.105,0.36,0.2,1,0.61,0.1,7,0.048,0.063,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z321, 1 - 1 – 13101, 1 - 1- 2101,301.039844,4.66690475583121,4,9,0.123,0.105,0.145,0.36,0.2,1,0.59,0.1,7,0.077,0.052,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z322, 1 - 1 – 13101, 1 - 1- 2101,301.039844,4.97091540865463,4,9,0.179,0.145,0.215,0.36,0.2,1,0.58,0.1,7,0.057,0.049,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z323, 1 - 1 – 13101, 1 - 1- 2101,301.039844,5.26117857518636,4,9,0.254,0.215,0.3,0.37,0.2,1,0.56,0.1,7,0.072,0.06,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z324, 1 - 1 – 13101, 1 - 1- 2101,301.039844,5.49090156531694,4,9,0.391,0.3,0.55,0.38,0.2,1,0.57,0.1,7,0.125,0.068,1,True,0.1,0.9,10,10000,0.938,0.139
compass.wgt.hp.dx_z325, 1 - 1 – 13101, 1 - 1- 2101,301.039844,6.06300255648965,4,9,0.638,0.55,0.8,0.41,0.2,1,0.8,0.1,7,-0.01,0.197,1,True,0.1,0.9,10,10000,0.938,0.139
